name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
warhorse-skeleton,large,undead,lawful evil,none,13.0,22,0.5,60,0,0,0,0,9,60,0,0,0,18,4,12,1,15,2,2,-4,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9",,"Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",none,0,Monster Manual (SRD)
warlock-of-the-archfey,medium,humanoid (any race),any alignment,any two languages (usually Sylvan),11.0,49,4.0,30,0,0,0,0,11,0,0,0,0,9,-1,13,1,11,0,11,0,12,1,18,4,0,0,0,0,3,6,0,0,0,6,0,6,2,0,0,0,0,passive Perception 11,unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
warlock-of-the-fiend,medium,humanoid (any race),any alignment,any two languages (usually Abyssal or Infernal),12.0,78,7.0,30,0,0,0,0,11,60,0,0,0,10,0,14,2,15,2,12,1,12,1,18,4,0,0,0,0,4,7,0,0,0,7,0,7,4,4,0,0,0,"darkvision 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
warlock-of-the-great-old-one,medium,humanoid (any race),any alignment,"any two languages, telepathy 30 ft.",12.0,91,6.0,30,0,0,0,0,11,60,0,0,0,9,-1,14,2,15,2,12,1,12,1,18,4,0,0,0,0,4,7,4,0,0,0,0,0,4,0,0,0,0,"darkvision 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
warlord,medium,humanoid (any race),any alignment,any two languages,18.0,229,12.0,30,0,0,0,0,15,0,0,0,0,20,5,16,3,18,4,12,1,12,1,18,4,9,7,8,0,0,0,0,5,0,8,0,0,0,0,0,9,8,passive Perception 15,unavailable,unavailable,unavailable,1,Volo's Guide to Monsters
warrior-lvl-1,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,13,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,passive Perception 13,unavailable,unavailable,unavailable,0,Essentials Kit
warrior-lvl-2,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,19,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,passive Perception 13,unavailable,unavailable,unavailable,0,Essentials Kit
warrior-lvl-3,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,26,0.0,30,0,0,0,0,13,0,0,0,0,15,2,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,passive Perception 13,unavailable,unavailable,unavailable,0,Essentials Kit
warrior-lvl-4,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,32,0.0,30,0,0,0,0,13,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,passive Perception 13,unavailable,unavailable,unavailable,0,Essentials Kit
warrior-lvl-5,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,39,0.0,30,0,0,0,0,14,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0,passive Perception 14,unavailable,unavailable,unavailable,0,Essentials Kit
warrior-lvl-6,medium,humanoid (any race),any alignment,"Common, plus one of your choice",16.0,45,0.0,30,0,0,0,0,14,0,0,0,0,17,3,13,1,14,2,10,0,12,1,10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,6,0,passive Perception 14,unavailable,unavailable,unavailable,0,Essentials Kit
wastrilith,large,fiend (demon),chaotic evil,"Abyssal, telepathy 120 ft.",18.0,157,13.0,30,80,0,0,0,11,120,0,0,0,19,4,18,4,21,5,19,4,12,1,14,2,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
water-elemental,large,elemental,neutral,Aquan,14.0,114,5.0,30,90,0,0,0,10,60,0,0,0,18,4,14,2,18,4,5,-3,10,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Water Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing. | Freeze. If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn. | ","Multiattack. The elemental makes two slam attacks. | Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage. | Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength check and succeeding.",none,0,Monster Manual (SRD)
water-elemental-myrmidon,medium,elemental,neutral,"Aquan, one language of its creator's choice",18.0,127,7.0,40,40,0,0,0,10,60,0,0,0,18,4,14,2,15,2,8,-1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
water-weird,large,elemental,neutral,understands Aquan but doesn't speak,13.0,58,3.0,0,60,0,0,0,10,0,0,0,30,17,3,16,3,13,1,11,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 30 ft., passive Perception 10",Invisible in Water. The water weird is invisible while fully immersed in water. | Water Bound. The water weird dies if it leaves the water to which it is bound or if that water is destroyed. | ,"Constrict. Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 13 (3d6 + 3) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 13) and pulled 5 feet toward the water weird. Until this grapple ends, the target is restrained, the water weird tries to drown it, and the water weird can't constrict another target.",none,0,Monster Manual (BR)
weasel,tiny,beast,unaligned,none,13.0,1,0.0,30,0,0,0,0,13,0,0,0,0,3,-4,16,3,8,-1,2,-4,12,1,3,-4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",none,0,Monster Manual (SRD)
werebear,medium,"humanoid (human, shapechanger)",neutral good,Common (can't speak in bear form),10.0,135,5.0,30,0,0,30,0,17,0,0,0,0,19,4,10,0,17,3,11,0,12,1,12,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,passive Perception 17,"Shapechanger. The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell. The werebear has advantage on Wisdom (Perception) checks that rely on smell. | ","Multiattack. In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid. | Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy. | Claw (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage. | Greataxe (Humanoid or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.",none,0,Monster Manual (SRD)
wereboar,medium,"humanoid (human, shapechanger)",neutral evil,Common (can't speak in boar form),10.0,78,4.0,30,0,0,0,0,12,0,0,0,0,17,3,10,0,15,2,10,0,11,0,8,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,passive Perception 12,"Shapechanger. The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Charge (Boar or Hybrid Form Only). If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone. | Relentless (Recharges after a Short or Long Rest). If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead. | ","Multiattack (Humanoid or Hybrid Form Only). The wereboar makes two attacks, only one of which can be with its tusks. | Maul (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage. | Tusks (Boar or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.",none,0,Monster Manual (SRD)
wererat,medium,"humanoid (human, shapechanger)",lawful evil,Common (can't speak in rat form),12.0,33,2.0,30,0,0,0,0,12,60,0,0,0,10,0,15,2,12,1,11,0,10,0,8,-1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"darkvision 60 ft. (rat form only), passive Perception 12","Shapechanger. The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Smell. The wererat has advantage on Wisdom (Perception) checks that rely on smell. | ","Multiattack (Humanoid or Hybrid Form Only). The wererat makes two attacks, only one of which can be a bite. | Bite (Rat or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy. | Shortsword (Humanoid or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. | Hand Crossbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",none,0,Monster Manual (SRD)
weretiger,medium,"humanoid (human, shapechanger)",neutral,Common (can't speak in tiger form),12.0,120,4.0,30,0,0,0,0,15,60,0,0,0,17,3,15,2,16,3,10,0,13,1,11,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 15","Shapechanger. The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell. The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pounce (Tiger or Hybrid Form Only). If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action. | ","Multiattack (Humanoid or Hybrid Form Only). In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks. | Bite (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy. | Claw (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage. | Scimitar (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage. | Longbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",none,0,Monster Manual (SRD)
werewolf,medium,"humanoid (human, shapechanger)",chaotic evil,Common (can't speak in wolf form),11.0,58,3.0,30,0,0,0,0,14,0,0,0,0,15,2,13,1,14,2,10,0,11,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,passive Perception 14,"Shapechanger. The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Keen Hearing and Smell. The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ","Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form). | Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy. | Claws (Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage. | Spear (Humanoid Form Only). Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.",none,0,Monster Manual (SRD)
white-abishai,medium,fiend (devil),lawful evil,"Draconic, Infernal, telepathy 120 ft.",15.0,68,6.0,30,0,40,0,0,11,120,0,0,0,16,3,11,0,18,4,11,0,12,1,13,1,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
white-dragon-wyrmling,medium,dragon,chaotic evil,Draconic,16.0,32,2.0,30,30,60,0,15,14,60,0,0,10,14,2,10,0,14,2,5,-3,10,0,11,0,0,2,4,0,2,2,0,4,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage. | Cold Breath (Recharge 5-6). The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
wight,medium,undead,neutral evil,the languages it knew in life,14.0,45,3.0,30,0,0,0,0,13,60,0,0,0,15,2,14,2,16,3,10,0,13,1,15,2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 13","Sunlight Sensitivity. While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | ","Multiattack. The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack. | Life Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time. | Longsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands. | Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",none,0,Monster Manual (SRD)
wild-dog,medium,beast,unaligned,none,12.0,5,0.125,40,0,0,0,0,13,0,0,0,0,13,1,14,2,12,1,3,-4,12,1,7,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The wild dog has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage.",none,0,Extra (Adventurers League)
wild-dog-alpha,large,beast,unaligned,none,12.0,26,1.0,50,0,0,0,0,13,0,0,0,0,17,3,15,2,13,1,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,passive Perception 13,"Keen Hearing and Smell. The wild dog alpha has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wild dog alpha has advantage on an attack roll against a creature if at least one of the wild dog alpha's allies is within 5 feet of the creature and the ally isn't incapacitated. | Pounce. If the wild dog alpha moves at least 20 feet straight toward a creature and then hits it with a bite attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the wild dog alpha can make one additional bite attack against it as a bonus action. | Running Leap. With a 10-foot running start, the wild dog alpha can long jump up to 25 feet. | ","Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",none,0,Extra (Adventurers League)
will-o--wisp,tiny,undead,chaotic evil,the languages it knew in life,19.0,22,2.0,0,0,50,0,0,12,120,0,0,0,1,-5,28,9,10,0,13,1,14,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 12","Consume Life. As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points. | Ephemeral. The will-o'-wisp can't wear or carry anything. | Incorporeal Movement. The will-o'-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Variable Illumination. The will-o'-wisp sheds bright light in a 5-to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action. | ","Shock. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d8) lightning damage. | Invisibility. The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).",none,0,Monster Manual (SRD)
winged-kobold,small,humanoid (kobold),lawful evil,"Common, Draconic",13.0,7,0.25,30,0,30,0,0,8,60,0,0,0,7,-2,16,3,9,-1,8,-1,7,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 8","Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't incapacitated. | ","Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage. | Dropped Rock. Ranged Weapon Attack: +5 to hit, one target directly below the kobold. Hit: 6 (1d6 + 3) bludgeoning damage.",none,0,Monster Manual (BR)
winter-eladrin,medium,fey (elf),chaotic neutral,"Common, Elvish, Sylvan",19.0,127,10.0,30,0,0,0,0,13,60,0,0,0,11,0,10,0,16,3,18,4,17,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 13",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
winter-wolf,large,monstrosity,neutral evil,"Common, Giant, Winter Wolf",13.0,75,3.0,50,0,0,0,0,15,0,0,0,0,18,4,13,1,14,2,7,-2,12,1,8,-1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,passive Perception 15,Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated. | Snow Camouflage. The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain. | ,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone. | Cold Breath (Recharge 5-6). The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
wolf,medium,beast,unaligned,none,13.0,11,0.25,40,0,0,0,0,13,0,0,0,0,12,1,15,2,12,1,3,-4,12,1,6,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,passive Perception 13,Keen Hearing and Smell. The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics. The wolf has advantage on attack rolls against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated. | ,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",none,0,Monster Manual (SRD)
wood-woad,medium,plant,lawful neutral,Sylvan,18.0,75,5.0,30,0,0,30,0,14,60,0,0,0,18,4,12,1,16,3,10,0,13,1,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,"darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
worg,large,monstrosity,neutral evil,"Goblin, Worg",13.0,26,0.5,50,0,0,0,0,14,60,0,0,0,16,3,13,1,13,1,7,-2,11,0,8,-1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",Keen Hearing and Smell. The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell. | ,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",none,0,Monster Manual (SRD)
wraith,medium,undead,neutral evil,the languages it knew in life,13.0,67,5.0,0,0,60,0,0,12,60,0,0,0,6,-2,16,3,16,3,12,1,14,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 12","Incorporeal Movement. The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Sunlight Sensitivity. While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | ","Life Drain. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. | Create Specter. The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.",none,0,Monster Manual (SRD)
wyvern,large,dragon,unaligned,none,13.0,110,6.0,20,0,80,0,0,14,60,0,0,0,19,4,10,0,16,3,5,-3,12,1,6,-2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 14",,"Multiattack. The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack. | Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. | Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage. | Stinger. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",none,0,Monster Manual (SRD)
xorn,medium,elemental,neutral,Terran,19.0,73,5.0,20,0,0,0,20,16,60,0,60,0,17,3,10,0,22,6,11,0,10,0,11,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., tremorsense 60 ft., passive Perception 16","Earth Glide. The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through. | Stone Camouflage. The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. | Treasure Sense. The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it. | ","Multiattack. The xorn makes three claw attacks and one bite attack. | Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage. | Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage.",none,0,Monster Manual (SRD)
xvart,small,humanoid (xvart),chaotic evil,Abyssal,13.0,7,0.125,30,0,0,0,0,8,30,0,0,0,8,-1,14,2,10,0,8,-1,7,-2,7,-2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive Perception 8",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
xvart-warlock-of-raxivort,small,humanoid (xvart),chaotic evil,Abyssal,12.0,22,1.0,30,0,0,0,0,10,30,0,0,0,8,-1,14,2,12,1,8,-1,11,0,12,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
yagnoloth,large,fiend (yugoloth),neutral evil,"Abyssal, Infernal, telepathy 60 ft.",17.0,147,11.0,40,0,0,0,0,16,60,0,0,60,19,4,14,2,21,5,16,3,15,2,18,4,0,6,0,7,6,8,0,6,0,8,6,8,0,0,0,0,0,"blindsight 60 ft., darkvision 60 ft., passive Perception 16",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
yan-c-bin,huge,elemental,neutral evil,Auran,22.0,283,18.0,50,0,150,0,0,15,0,0,0,120,18,4,24,7,24,7,16,3,21,5,23,6,0,13,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,"blindsight 120 ft., passive Perception 15",unavailable,unavailable,unavailable,0,Adventures (Princes of the Apocalypse)
yeenoghu,huge,fiend (demon),chaotic evil,"all, telepathy 120 ft.",20.0,333,24.0,50,0,0,0,0,24,0,120,0,0,29,9,16,3,23,6,15,2,24,7,15,2,0,10,15,0,14,0,0,14,0,0,0,0,0,0,0,0,9,"truesight 120 ft., passive Perception 24",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
yellow-musk-creeper,medium,plant,unaligned,none,6.0,60,2.0,5,0,0,5,0,10,0,0,0,30,12,1,3,-4,12,1,1,-5,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 30 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Adventures (Tomb of Annihilation)
yellow-musk-zombie,medium,undead,unaligned,none,9.0,33,0.25,20,0,0,0,0,8,0,0,0,30,13,1,9,-1,12,1,1,-5,6,-2,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"blindsight 30 ft., passive Perception 8",unavailable,unavailable,unavailable,0,Adventures (Tomb of Annihilation)
